# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. Positive_4	1.99406068482	[ 0.04627386]	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. Positive_3	1.92571142798	[ 0.05427459]	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. control_skin_right	2.25477375076	0.0242478603527	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. wound_swab	-3.21080803771	0.00134315340968	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. diabetic_skin_contra	1.62974645451	0.10330130867	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. wound_deb	-3.26489341296	0.00111232476413	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. control_skin_left	2.02836547656	0.0426458387483	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. Positive_4	1.4945607015	[ 0.13517859]	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. Positive_3	1.42650008617	[ 0.15387191]	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. control_skin_right	0.585836983028	0.558046615022	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. wound_swab	-3.9957996994	6.66474087758e-05	0.0908404181615	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. diabetic_skin_contra	-0.187186256568	0.851532229174	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. wound_deb	-3.75455698895	0.000178279900287	0.242995504092	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown vs. control_skin_left	0.839877599008	0.401070270795	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. Positive_3	-1.51327812175	[ 0.13035872]	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. control_skin_right	-12.5711392418	5.03923682549e-35	6.86847979315e-32	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. wound_swab	-9.76857519019	4.38976347997e-22	5.9832476232e-19	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. diabetic_skin_contra	-12.9168118173	8.11514499539e-37	1.10609426287e-33	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. wound_deb	-8.31069553418	1.6678927965e-16	2.27333788163e-13	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_4 vs. control_skin_left	-13.2802026851	9.6444977508e-39	1.31454504343e-35	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_3 vs. control_skin_right	-12.1543974172	6.37824257663e-33	8.69354463194e-30	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_3 vs. wound_swab	-9.36802366798	1.80289648619e-20	2.45734791067e-17	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_3 vs. diabetic_skin_contra	-12.4735126562	1.57449347071e-34	2.14603460058e-31	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_3 vs. wound_deb	-7.9686147347	2.58398624577e-15	3.52197325298e-12	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Positive_3 vs. control_skin_left	-12.8364947344	2.13507629997e-36	2.91010899685e-33	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	control_skin_right vs. wound_swab	-23.8910608203	2.75926922558e-117	3.76088395447e-114	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	control_skin_right vs. diabetic_skin_contra	-3.83397441823	0.00012814128054	0.174656565376	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	control_skin_right vs. wound_deb	-24.0856726158	4.42057800187e-118	6.02524781655e-115	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	control_skin_right vs. control_skin_left	0.239744170002	0.810541714635	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	wound_swab vs. diabetic_skin_contra	-23.8971320049	7.66162896884e-118	1.04428002845e-114	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	wound_swab vs. wound_deb	-27.8361897095	2.09250733626e-153	2.85208749932e-150	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	wound_swab vs. control_skin_left	-26.2787243333	4.44740240153e-140	6.06180947329e-137	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	diabetic_skin_contra vs. wound_deb	-24.481616717	3.97010772562e-122	5.41125683003e-119	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	diabetic_skin_contra vs. control_skin_left	-5.13992560629	2.87973096019e-07	0.000392507329874	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	wound_deb vs. control_skin_left	-26.3826119948	1.03526100837e-139	1.4110607544e-136	N/A	N/A
diabetic_skin_adj vs. wound_deb	diabetic_skin_adj vs. control_skin_left	19.1754662525	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. Unknown	-1.04793304766	[ 0.29484543]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. Positive_4	0.93942173429	[ 0.34767191]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. Positive_3	0.885945262688	[ 0.37579505]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. control_skin_right	5.5776968508	2.89454686886e-08	3.94526738225e-05	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. wound_swab	1.37022228366	0.170825610921	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. diabetic_skin_contra	5.37581118576	8.84532287415e-08	0.000120561750775	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. wound_deb	0.812819500965	0.416453350268	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown3 vs. control_skin_left	5.64064851623	2.02612537858e-08	2.76160889101e-05	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. Positive_4	0.548612851987	[ 0.58335627]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. Positive_3	0.495362213555	[ 0.6204201]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. control_skin_right	4.28155166245	1.9756581934e-05	0.026928221176	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. wound_swab	0.780143805038	0.435431149437	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. diabetic_skin_contra	3.96495567755	7.69086869898e-05	0.104826540367	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. wound_deb	0.44740859736	0.654646076682	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Unknown vs. control_skin_left	4.72336412567	2.53958010998e-06	0.00346144768991	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. Positive_3	-1.80472081753	[ 0.07132736]	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. control_skin_right	-6.01122619699	2.3164045366e-09	3.15725938339e-06	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. wound_swab	-3.76523530443	0.000172914220505	0.235682082549	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. diabetic_skin_contra	-5.99642908634	2.52974004316e-09	3.44803567883e-06	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. wound_deb	-3.12978150351	0.00178381665243	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_4 vs. control_skin_left	-6.32304021396	3.38744350074e-10	4.61708549151e-07	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_3 vs. control_skin_right	-5.68514937174	1.57273137886e-08	2.14363286939e-05	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_3 vs. wound_swab	-3.45142076223	0.000573357247408	0.781485928217	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_3 vs. diabetic_skin_contra	-5.64952521301	1.92610118277e-08	2.62527591211e-05	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_3 vs. wound_deb	-2.86167583943	0.00427382281667	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	Positive_3 vs. control_skin_left	-5.97585711021	2.86248684164e-09	3.90156956516e-06	N/A	N/A
diabetic_skin_adj vs. wound_deb	control_skin_right vs. wound_swab	-1.18412543851	0.236458552517	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	control_skin_right vs. diabetic_skin_contra	17.6209922434	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_deb	control_skin_right vs. wound_deb	-2.91415632261	0.00359722770612	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	control_skin_right vs. control_skin_left	21.1846212115	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_deb	wound_swab vs. diabetic_skin_contra	-0.851835516945	0.394369173732	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	wound_swab vs. wound_deb	-6.58704816305	5.39593755409e-11	7.35466288622e-08	N/A	N/A
diabetic_skin_adj vs. wound_deb	wound_swab vs. control_skin_left	-2.28079014513	0.0226271921229	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	diabetic_skin_contra vs. wound_deb	-2.74361478025	0.00611599111112	1	N/A	N/A
diabetic_skin_adj vs. wound_deb	diabetic_skin_contra vs. control_skin_left	17.407458153	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_deb	wound_deb vs. control_skin_left	-3.97715000633	7.15598251657e-05	0.0975360417009	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. Unknown	-0.708945831699	[ 0.4784382]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. Positive_4	2.12562489563	[ 0.033653]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. Positive_3	2.04935122654	[ 0.040554]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. control_skin_right	3.12449701392	0.00180542170012	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. wound_swab	-2.95097297629	0.00320279123672	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. diabetic_skin_contra	2.47324282789	0.0134676882893	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. wound_deb	-3.09481044326	0.00199545660943	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown3 vs. control_skin_left	2.90985872442	0.00365387356039	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. Positive_4	1.56821288856	[ 0.11698482]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. Positive_3	1.49226132607	[ 0.13578355]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. control_skin_right	1.26696460212	0.205308437603	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. wound_swab	-3.82686805242	0.000133574304779	0.182061777413	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. diabetic_skin_contra	0.450673177673	0.652271509766	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. wound_deb	-3.64217093082	0.000276923021409	0.37744607818	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Unknown vs. control_skin_left	1.58926859129	0.112149937461	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. Positive_3	-1.78835474185	[ 0.07386549]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. control_skin_right	-13.4131218649	2.02363406794e-39	2.7582132346e-36	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. wound_swab	-10.2468899419	4.45480067975e-24	6.0718933265e-21	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. diabetic_skin_contra	-13.7484378194	2.97595948374e-41	4.05623277634e-38	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. wound_deb	-8.71505071066	5.79927925573e-18	7.90441762557e-15	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_4 vs. control_skin_left	-14.164561968	1.42603377858e-43	1.94368404021e-40	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_3 vs. control_skin_right	-12.9481199688	6.00450887262e-37	8.18414559339e-34	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_3 vs. wound_swab	-9.80128559239	3.29795696323e-22	4.49511534088e-19	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_3 vs. diabetic_skin_contra	-13.2539677696	1.43350916885e-38	1.95387299714e-35	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_3 vs. wound_deb	-8.3341956206	1.39403098127e-16	1.90006422747e-13	N/A	N/A
diabetic_skin_adj vs. control_skin_left	Positive_3 vs. control_skin_left	-13.669496306	8.09392549631e-41	1.10320204515e-37	N/A	N/A
diabetic_skin_adj vs. control_skin_left	control_skin_right vs. wound_swab	-22.4296973499	2.26627597933e-104	3.08893415983e-101	N/A	N/A
diabetic_skin_adj vs. control_skin_left	control_skin_right vs. diabetic_skin_contra	-0.974664125554	0.329790029496	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	control_skin_right vs. wound_deb	-23.0274343366	1.05721034425e-108	1.44097769922e-105	N/A	N/A
diabetic_skin_adj vs. control_skin_left	control_skin_right vs. control_skin_left	3.43156662583	0.000606689155404	0.826917318816	N/A	N/A
diabetic_skin_adj vs. control_skin_left	wound_swab vs. diabetic_skin_contra	-22.2399863112	3.78936291142e-103	5.16490164826e-100	N/A	N/A
diabetic_skin_adj vs. control_skin_left	wound_swab vs. wound_deb	-26.8510042841	1.17279831101e-143	1.59852409791e-140	N/A	N/A
diabetic_skin_adj vs. control_skin_left	wound_swab vs. control_skin_left	-24.7618309688	1.40768526799e-125	1.91867502027e-122	N/A	N/A
diabetic_skin_adj vs. control_skin_left	diabetic_skin_contra vs. wound_deb	-23.2340901999	6.47921529639e-111	8.83117044897e-108	N/A	N/A
diabetic_skin_adj vs. control_skin_left	diabetic_skin_contra vs. control_skin_left	-2.23629355766	0.0253881094745	1	N/A	N/A
diabetic_skin_adj vs. control_skin_left	wound_deb vs. control_skin_left	-25.284981527	2.96882542421e-129	4.04650905319e-126	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. Positive_4	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. control_skin_right	-0.261203336399	[ 0.79538418]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. wound_swab	-0.930233525703	[ 0.35797278]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. diabetic_skin_contra	-0.43296598315	[ 0.66720354]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. wound_deb	-0.936835610036	[ 0.35658]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown3 vs. control_skin_left	-0.332962186006	[ 0.74081923]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. Positive_4	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. control_skin_right	-1.3297936085	[ 0.19172649]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. wound_swab	-1.57167975516	[ 0.12410354]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. diabetic_skin_contra	-1.40815786615	[ 0.16627362]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. wound_deb	-1.50364440985	[ 0.14348634]	1	N/A	N/A
Unknown3 vs. Unknown	Unknown vs. control_skin_left	-1.19596992017	[ 0.23841681]	1	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. control_skin_right	-11.2922664753	[  1.50996578e-13]	[  2.05808336e-10]	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. wound_swab	-1.87725396794	[ 0.06797785]	1	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. diabetic_skin_contra	-6.14431196325	[  2.25475252e-07]	[ 0.00030732]	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. wound_deb	-1.96046831968	[ 0.05961049]	1	N/A	N/A
Unknown3 vs. Unknown	Positive_4 vs. control_skin_left	-10.0708539063	[  9.08385105e-13]	[  1.23812890e-09]	N/A	N/A
Unknown3 vs. Unknown	Positive_3 vs. control_skin_right	-10.9971455861	[  3.23065508e-13]	[  4.40338288e-10]	N/A	N/A
Unknown3 vs. Unknown	Positive_3 vs. wound_swab	-1.82144997664	[ 0.07621556]	1	N/A	N/A
Unknown3 vs. Unknown	Positive_3 vs. diabetic_skin_contra	-5.98147708989	[  3.89038497e-07]	[ 0.00053026]	N/A	N/A
Unknown3 vs. Unknown	Positive_3 vs. wound_deb	-1.91015088293	[ 0.0660483]	1	N/A	N/A
Unknown3 vs. Unknown	Positive_3 vs. control_skin_left	-9.80561448748	[  2.00945558e-12]	[  2.73888795e-09]	N/A	N/A
Unknown3 vs. Unknown	control_skin_right vs. wound_swab	-1.24078678446	[ 0.21487612]	1	N/A	N/A
Unknown3 vs. Unknown	control_skin_right vs. diabetic_skin_contra	-0.784792829999	[ 0.43268629]	1	N/A	N/A
Unknown3 vs. Unknown	control_skin_right vs. wound_deb	-1.28361172378	[ 0.19953892]	1	N/A	N/A
Unknown3 vs. Unknown	control_skin_right vs. control_skin_left	-0.685233721404	[ 0.4932937]	1	N/A	N/A
Unknown3 vs. Unknown	wound_swab vs. diabetic_skin_contra	-1.18439691367	[ 0.23641599]	1	N/A	N/A
Unknown3 vs. Unknown	wound_swab vs. wound_deb	-1.28464032428	[ 0.19916613]	1	N/A	N/A
Unknown3 vs. Unknown	wound_swab vs. control_skin_left	-1.31414130848	[ 0.18897398]	1	N/A	N/A
Unknown3 vs. Unknown	diabetic_skin_contra vs. wound_deb	-1.24126811401	[ 0.21472742]	1	N/A	N/A
Unknown3 vs. Unknown	diabetic_skin_contra vs. control_skin_left	-0.823841206983	[ 0.41013368]	1	N/A	N/A
Unknown3 vs. Unknown	wound_deb vs. control_skin_left	-1.35527955177	[ 0.17556594]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. control_skin_right	3.44986043017	[ 0.00141687]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. wound_swab	1.29975033401	[ 0.20131677]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. diabetic_skin_contra	3.2432532735	[ 0.00228785]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. wound_deb	1.1359811417	[ 0.26526546]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown3 vs. control_skin_left	3.26296503468	[ 0.00219455]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. Positive_4	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. control_skin_right	6.16162293711	[  3.79446119e-07]	[ 0.00051719]	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. wound_swab	1.80863886524	[ 0.07822182]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. diabetic_skin_contra	4.82021148235	[  1.81990594e-05]	[ 0.02480532]	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. wound_deb	1.59006203278	[ 0.12266477]	1	N/A	N/A
Unknown3 vs. Positive_4	Unknown vs. control_skin_left	6.07539603688	[  3.09401798e-07]	[ 0.00042171]	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. control_skin_right	-0.201481208404	[ 0.84142594]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. wound_swab	0.384768848504	[ 0.70249901]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. diabetic_skin_contra	0.107298764625	[ 0.91505104]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. wound_deb	0.439889753948	[ 0.663278]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_4 vs. control_skin_left	-0.126908439299	[ 0.89961851]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_3 vs. control_skin_right	0.0938332551364	[ 0.92574791]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_3 vs. wound_swab	0.442130624064	[ 0.66083688]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_3 vs. diabetic_skin_contra	0.27214086177	[ 0.78681622]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_3 vs. wound_deb	0.501872301126	[ 0.61954658]	1	N/A	N/A
Unknown3 vs. Positive_4	Positive_3 vs. control_skin_left	0.138150403382	[ 0.89078179]	1	N/A	N/A
Unknown3 vs. Positive_4	control_skin_right vs. wound_swab	1.02395899389	[ 0.30601768]	1	N/A	N/A
Unknown3 vs. Positive_4	control_skin_right vs. diabetic_skin_contra	2.22052726912	[ 0.02651668]	1	N/A	N/A
Unknown3 vs. Positive_4	control_skin_right vs. wound_deb	0.918197859947	[ 0.35870968]	1	N/A	N/A
Unknown3 vs. Positive_4	control_skin_right vs. control_skin_left	2.5451495701	[ 0.01101439]	1	N/A	N/A
Unknown3 vs. Positive_4	wound_swab vs. diabetic_skin_contra	1.00171967236	[ 0.31661678]	1	N/A	N/A
Unknown3 vs. Positive_4	wound_swab vs. wound_deb	0.668143495786	[ 0.50417059]	1	N/A	N/A
Unknown3 vs. Positive_4	wound_swab vs. control_skin_left	1.01113545546	[ 0.3120939]	1	N/A	N/A
Unknown3 vs. Positive_4	diabetic_skin_contra vs. wound_deb	0.906063575403	[ 0.36506768]	1	N/A	N/A
Unknown3 vs. Positive_4	diabetic_skin_contra vs. control_skin_left	2.17678430452	[ 0.02962]	1	N/A	N/A
Unknown3 vs. Positive_4	wound_deb vs. control_skin_left	0.904380054572	[ 0.3659629]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown3 vs. control_skin_right	3.3500017648	[ 0.00186999]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown3 vs. wound_swab	1.23974511017	[ 0.22247783]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown3 vs. diabetic_skin_contra	3.14433221699	[ 0.0030157]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown3 vs. wound_deb	1.08020502806	[ 0.28895293]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown3 vs. control_skin_left	3.16620450574	[ 0.00287412]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. Positive_4	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. control_skin_right	5.96004115222	[  7.11177124e-07]	[ 0.00096933]	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. wound_swab	1.71768001161	[ 0.09378681]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. diabetic_skin_contra	4.65261623483	[  3.13028698e-05]	[ 0.04266581]	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. wound_deb	1.50681544478	[ 0.14267474]	1	N/A	N/A
Unknown3 vs. Positive_3	Unknown vs. control_skin_left	5.87973545395	[  5.91515083e-07]	[ 0.00080624]	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. control_skin_right	-0.499916127402	[ 0.62009439]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. wound_swab	0.323901508658	[ 0.7477433]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. diabetic_skin_contra	-0.0609218704588	[ 0.95170371]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. wound_deb	0.375300038249	[ 0.71016839]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_4 vs. control_skin_left	-0.394483772204	[ 0.69521999]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_3 vs. control_skin_right	-0.20460687263	[ 0.83900067]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_3 vs. wound_swab	0.381221366788	[ 0.70510798]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_3 vs. diabetic_skin_contra	0.103866215573	[ 0.91775846]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_3 vs. wound_deb	0.436968696356	[ 0.66537067]	1	N/A	N/A
Unknown3 vs. Positive_3	Positive_3 vs. control_skin_left	-0.129420070512	[ 0.89764309]	1	N/A	N/A
Unknown3 vs. Positive_3	control_skin_right vs. wound_swab	0.963018383586	[ 0.33569157]	1	N/A	N/A
Unknown3 vs. Positive_3	control_skin_right vs. diabetic_skin_contra	2.13965901329	[ 0.03252682]	1	N/A	N/A
Unknown3 vs. Positive_3	control_skin_right vs. wound_deb	0.858950759859	[ 0.39054841]	1	N/A	N/A
Unknown3 vs. Positive_3	control_skin_right vs. control_skin_left	2.45822523132	[ 0.01406575]	1	N/A	N/A
Unknown3 vs. Positive_3	wound_swab vs. diabetic_skin_contra	0.942894845209	[ 0.34586417]	1	N/A	N/A
Unknown3 vs. Positive_3	wound_swab vs. wound_deb	0.61559727231	[ 0.53827718]	1	N/A	N/A
Unknown3 vs. Positive_3	wound_swab vs. control_skin_left	0.948566055192	[ 0.34297469]	1	N/A	N/A
Unknown3 vs. Positive_3	diabetic_skin_contra vs. wound_deb	0.848282386482	[ 0.39643464]	1	N/A	N/A
Unknown3 vs. Positive_3	diabetic_skin_contra vs. control_skin_left	2.09604237237	[ 0.03621105]	1	N/A	N/A
Unknown3 vs. Positive_3	wound_deb vs. control_skin_left	0.843576304851	[ 0.39906273]	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown3 vs. wound_swab	-4.16436478652	8.16336224226e-05	0.111266627362	N/A	N/A
Unknown3 vs. control_skin_right	Unknown3 vs. diabetic_skin_contra	-0.799668998583	0.426270677518	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown3 vs. wound_deb	-4.19616423937	8.28397934606e-05	0.112910638487	N/A	N/A
Unknown3 vs. control_skin_right	Unknown3 vs. control_skin_left	-0.368397327787	0.713562343338	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. Positive_4	2.72008802317	[ 0.00988323]	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. Positive_3	2.62065106475	[ 0.01265732]	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. control_skin_right	-2.22465855609	0.0291530773756	1	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. wound_swab	-6.22629735126	2.41750112545e-08	3.29505403398e-05	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. diabetic_skin_contra	-3.26859015535	0.0015943681273	1	N/A	N/A
